credit_variant,episode_id,entry_date,unlock_date,duration_days,entry_SPY_DD,entry_CREDIT_SPREAD,entry_D_CREDIT_15D,entry_D_CREDIT_Z,entry_CREDIT_LEVEL_Z,unlock_D_CREDIT_15D,unlock_CREDIT_LEVEL_Z,unlock_SPY_vs_MA20,unlock_SPY_vs_MA50,SPY_return_during_lock,SPY_maxDD_during_lock,CASH_return_during_lock,next_21d_SPY_return_after_unlock,next_21d_SPY_maxDD_after_unlock,next_63d_SPY_return_after_unlock,next_63d_SPY_maxDD_after_unlock,false_recovery_flag,missed_rebound_flag,relock_within_21d,relock_within_63d
ABS_ENTRY_MA20_MA50_UNLOCK,8,2022-05-31,2022-08-08,47,-0.1329200074004267,1.04,0.14000000000000057,2.639410279556082,2.965164835007683,-0.04999999999999982,1.8227208232767271,0.037006755527130286,0.05067206703003846,-9.47486493019234e-06,-0.12156500198574871,0.003520872796247687,-0.03682903116248748,-0.09062131183276678,-0.08497544223264009,-0.16680303676492425,True,True,False,False
ABS_ENTRY_3D_CONFIRM_UNLOCK,1,2007-11-26,2008-04-30,107,-0.0992462694414464,0.9899999999999993,0.13999999999999968,2.3987094336911143,1.8818242996091878,-0.02999999999999936,1.6644771087361578,0.00897957423010265,0.027387044567140695,-0.025114016930414595,-0.15387059523373026,0.008966419965581451,0.015116492849400087,-0.03781899682944745,-0.0657244335755729,-0.14998151712382335,True,True,False,False
ABS_ENTRY_3D_CONFIRM_UNLOCK,2,2018-03-20,2018-05-07,33,-0.0507525410358691,0.7799999999999998,0.10999999999999988,3.780752081116747,3.764530840996336,-0.04000000000000048,1.8695439647276435,0.0038927452167820675,-0.0013582989885674301,-0.016525776533136805,-0.04975111981267488,0.0022814487650772985,0.03926261965181066,-0.01591262363618906,0.07117572052434662,-0.02997488926998826,False,False,False,False
ABS_ENTRY_3D_CONFIRM_UNLOCK,3,2018-11-27,2019-01-08,27,-0.0816298377479007,1.0300000000000002,0.11000000000000032,2.487153282082807,2.185004418733136,0.019999999999999574,2.318673500838969,0.018980644035736738,-0.022163211046602793,-0.04349359184932744,-0.15607447747426728,0.0025058161554201153,0.05206996782040019,-0.013510623931932142,0.12386783856146688,-0.02125363921893575,True,True,True,True
ABS_ENTRY_3D_CONFIRM_UNLOCK,4,2019-01-28,2019-02-21,17,-0.0922363227729098,1.2300000000000004,0.09000000000000075,1.4492042114996562,2.611433069425166,-0.04000000000000048,1.8725369938014829,0.022253007888239473,0.060667807057315226,0.047520648989455516,-0.010838736026719364,0.0015864532507909868,0.011030307081546953,-0.021253639218935416,0.03412880517323069,-0.04479180168549568,False,False,False,False
ABS_ENTRY_3D_CONFIRM_UNLOCK,5,2020-03-16,2020-04-07,16,-0.2910978512112505,1.1099999999999999,0.2999999999999998,5.27183052391418,2.3462869416175183,0.7800000000000002,5.641338517624506,0.059142569155753666,-0.08940713325837601,-0.010777125517919761,-0.112891625859458,4.639419069651929e-05,0.08505263445233702,-0.047446260657181494,0.19779521250903076,-0.06989506372506638,True,True,True,True
ABS_ENTRY_3D_CONFIRM_UNLOCK,6,2020-04-08,2020-04-29,14,-0.1853124632037285,1.8900000000000001,0.7800000000000002,4.608370976052286,5.299654383612866,-0.31999999999999984,2.28781821203136,0.06755546299577198,0.06003266044317712,0.07769791676644844,-0.047446260657181494,8.485170798433472e-05,0.03789092009224704,-0.0372651124781509,0.11370944512580694,-0.0698950637250666,False,False,False,False
ABS_ENTRY_3D_CONFIRM_UNLOCK,7,2022-02-28,2022-08-10,113,-0.0859935276062733,0.77,0.1299999999999999,4.676643535211978,3.4879801505541446,-0.04999999999999982,1.783384144187149,0.04517780464430898,0.06770381767690026,-0.05331724247764014,-0.20561144181231983,0.005524208547805554,-0.03188194352270157,-0.09062131183276656,-0.08671853161716792,-0.16680303676492392,True,True,False,False
ABS_ENTRY_COOLDOWN_10D_UNLOCK,1,2007-11-26,2008-05-12,115,-0.0992462694414464,0.9899999999999993,0.13999999999999968,2.3987094336911143,1.8818242996091878,-0.11000000000000121,1.1956473936225795,0.011132749604846781,0.03787455927436878,-0.026375858196252877,-0.15387059523373026,0.009456826339938829,-0.04641852947678993,-0.0636838014646286,-0.06476023860903501,-0.14998151712382302,True,True,False,False
ABS_ENTRY_COOLDOWN_10D_UNLOCK,2,2018-03-20,2018-08-31,115,-0.0507525410358691,0.7799999999999998,0.10999999999999988,3.780752081116747,3.764530840996336,-8.881784197001252e-16,1.243828847507585,0.014346316487780397,0.03268252760765478,0.07805691947350746,-0.04975111981267488,0.008582835703605518,0.008852238319545958,-0.008132981329625588,-0.046199506122075684,-0.09925164861211044,True,True,False,True
ABS_ENTRY_COOLDOWN_10D_UNLOCK,3,2018-11-27,2019-01-08,27,-0.0816298377479007,1.0300000000000002,0.11000000000000032,2.487153282082807,2.185004418733136,0.019999999999999574,2.318673500838969,0.018980644035736738,-0.022163211046602793,-0.04349359184932744,-0.15607447747426728,0.0025058161554201153,0.05206996782040019,-0.013510623931932142,0.12386783856146688,-0.02125363921893575,True,True,True,True
ABS_ENTRY_COOLDOWN_10D_UNLOCK,4,2019-01-28,2019-03-05,25,-0.0922363227729098,1.2300000000000004,0.09000000000000075,1.4492042114996562,2.611433069425166,-0.11000000000000076,1.0852771762835056,0.009791264273649958,0.053446600591037896,0.05124537897405679,-0.010838736026719364,0.0023420024253024696,0.03104322019553818,-0.019983887818669666,0.009840371173789775,-0.06618391134353996,False,False,False,False
ABS_ENTRY_COOLDOWN_10D_UNLOCK,5,2020-03-16,2020-04-07,16,-0.2910978512112505,1.1099999999999999,0.2999999999999998,5.27183052391418,2.3462869416175183,0.7800000000000002,5.641338517624506,0.059142569155753666,-0.08940713325837601,-0.010777125517919761,-0.112891625859458,4.639419069651929e-05,0.08505263445233702,-0.047446260657181494,0.19779521250903076,-0.06989506372506638,True,True,True,True
ABS_ENTRY_COOLDOWN_10D_UNLOCK,6,2020-04-08,2020-05-11,22,-0.1853124632037285,1.8900000000000001,0.7800000000000002,4.608370976052286,5.299654383612866,-0.18999999999999995,1.7888440103531955,0.028307659191850965,0.07569018419289186,0.10300617949801061,-0.047446260657181494,0.00012134215301418116,0.0905982566454051,-0.017685949838968984,0.15229609788209775,-0.06989506372506671,False,False,False,False
ABS_ENTRY_COOLDOWN_10D_UNLOCK,7,2022-02-28,2022-08-22,121,-0.0859935276062733,0.77,0.1299999999999999,4.676643535211978,3.4879801505541446,-0.09999999999999964,1.3789773042100857,-0.005284686439584796,0.04449334607512756,-0.028485174771891053,-0.20561144181231983,0.006339608538464381,-0.08324594940738661,-0.09670750030598974,-0.037965745708190335,-0.14656456330443834,True,True,False,False
ABS_ENTRY_FAST_RELOCK,1,2007-11-26,2008-04-28,105,-0.0992462694414464,0.9899999999999993,0.13999999999999968,2.3987094336911143,1.8818242996091878,-0.02999999999999936,1.6991239941231653,0.020478630873018266,0.038805032472558176,-0.02146918623571048,-0.15387059523373026,0.008852727751132772,-0.00236363510389459,-0.03781899682944734,-0.1100884139927728,-0.14998151712382268,True,True,True,True
ABS_ENTRY_FAST_RELOCK,2,2008-05-27,2008-08-04,48,-0.1047673945160218,1.38,0.03999999999999915,0.17432373258065634,1.3607572628620135,-0.020000000000000462,1.255083720374163,-0.0037223454442021353,-0.04111006251345095,-0.0788213041089546,-0.1362756187086439,0.0033026677564358398,0.023122062390060982,-0.028459778434852367,-0.22081398623935822,-0.35402092638860194,True,False,True,True
ABS_ENTRY_FAST_RELOCK,3,2008-08-18,2008-11-04,55,-0.1669276522444851,1.4900000000000002,8.881784197001252e-16,-0.41541264677087103,1.1998262454038962,0.9400000000000004,4.065059467964777,0.06797013724680112,-0.08498702098431643,-0.24965724416916812,-0.35144101026845553,0.0022269875057709942,-0.1504831706494184,-0.21561521545836726,-0.15091613202457088,-0.21561521545836726,True,True,True,True
ABS_ENTRY_FAST_RELOCK,4,2008-11-05,2008-12-31,38,-0.3722478456506537,3.0700000000000003,0.9400000000000004,3.6188224434525007,3.93358409709849,-0.09999999999999964,2.2082941659719326,0.02501811325322456,0.0210662545828606,-0.10674008836874094,-0.21561521545836726,0.00013518794209343987,-0.08488506860044676,-0.13801241566331768,-0.06884877842937098,-0.27131705636851255,True,True,False,False
ABS_ENTRY_FAST_RELOCK,5,2018-03-20,2018-04-30,28,-0.0507525410358691,0.7799999999999998,0.10999999999999988,3.780752081116747,3.764530840996336,-0.009999999999999787,2.4654783525656225,-0.0027241778651458937,-0.012629027910790014,-0.014529293025239975,-0.04975111981267488,0.0019240038477161825,0.030622475147395134,-0.01591262363618906,0.06312461174944572,-0.02997488926998826,True,False,True,True
ABS_ENTRY_FAST_RELOCK,6,2018-05-30,2018-06-25,18,-0.0449375282051653,0.8399999999999999,0.040000000000000036,0.927929430677018,2.249758246936815,-4.440892098500626e-16,2.1074613100124466,-0.013197780870699338,0.002264084796577359,0.025848357117921328,-0.012363886558089066,0.0013453148749207333,0.04800654409222327,-0.008284641751285515,0.07873519534560591,-0.014295039579321545,False,False,False,False
ABS_ENTRY_FAST_RELOCK,7,2018-11-27,2019-01-08,27,-0.0816298377479007,1.0300000000000002,0.11000000000000032,2.487153282082807,2.185004418733136,0.019999999999999574,2.318673500838969,0.018980644035736738,-0.022163211046602793,-0.04349359184932744,-0.15607447747426728,0.0025058161554201153,0.05206996782040019,-0.013510623931932142,0.12386783856146688,-0.02125363921893575,True,True,True,True
ABS_ENTRY_FAST_RELOCK,8,2019-01-09,2019-02-19,27,-0.1121631809805575,1.1399999999999997,0.019999999999999574,-0.10673351908450268,2.2878598475427063,-0.04000000000000048,1.9030351457044228,0.029443982572217475,0.06438855870505678,0.08022763122908705,-0.013510623931932142,0.0025163099826188695,0.01777959784289629,-0.021253639218935638,0.02645563844362986,-0.04479180168549535,False,False,False,False
ABS_ENTRY_FAST_RELOCK,9,2020-03-16,2020-04-07,16,-0.2910978512112505,1.1099999999999999,0.2999999999999998,5.27183052391418,2.3462869416175183,0.7800000000000002,5.641338517624506,0.059142569155753666,-0.08940713325837601,-0.010777125517919761,-0.112891625859458,4.639419069651929e-05,0.08505263445233702,-0.047446260657181494,0.19779521250903076,-0.06989506372506638,True,True,True,True
ABS_ENTRY_FAST_RELOCK,10,2020-04-08,2020-04-27,12,-0.1853124632037285,1.8900000000000001,0.7800000000000002,4.608370976052286,5.299654383612866,-0.31999999999999984,2.3565309593383663,0.05657951053380894,0.030945650031906746,0.0672877907065923,-0.047446260657181494,7.572924536281e-05,0.057411883027371324,-0.039596086224793825,0.13096151904490627,-0.0698950637250666,False,False,False,False
ABS_ENTRY_FAST_RELOCK,11,2022-02-28,2022-04-11,30,-0.0859935276062733,0.77,0.1299999999999999,4.676643535211978,3.4879801505541446,-0.03000000000000025,2.812649498667987,-0.017557113771302868,-0.0017533385312519245,0.02560914370511247,-0.04941900840318236,0.0005721241486391637,-0.10722392161525762,-0.11749510619128278,-0.13514629401257217,-0.17614160547941304,True,False,True,True
ABS_ENTRY_FAST_RELOCK,12,2022-04-25,2022-08-08,72,-0.1002044733575157,0.9000000000000004,0.03000000000000025,0.43882174495553167,2.665745112281758,-0.04999999999999982,1.8227208232767271,0.037006755527130286,0.05067206703003846,-0.0253121112211665,-0.14545758075080395,0.00446258778891484,-0.03682903116248748,-0.09062131183276678,-0.08497544223264009,-0.16680303676492425,True,True,False,False
ABS_ENTRY_FAST_RELOCK_WITH_VIX,1,2007-11-26,2008-04-28,105,-0.0992462694414464,0.9899999999999993,0.13999999999999968,2.3987094336911143,1.8818242996091878,-0.02999999999999936,1.6991239941231653,0.020478630873018266,0.038805032472558176,-0.02146918623571048,-0.15387059523373026,0.008852727751132772,-0.00236363510389459,-0.03781899682944734,-0.1100884139927728,-0.14998151712382268,True,True,True,True
ABS_ENTRY_FAST_RELOCK_WITH_VIX,2,2008-05-27,2008-08-04,48,-0.1047673945160218,1.38,0.03999999999999915,0.17432373258065634,1.3607572628620135,-0.020000000000000462,1.255083720374163,-0.0037223454442021353,-0.04111006251345095,-0.0788213041089546,-0.1362756187086439,0.0033026677564358398,0.023122062390060982,-0.028459778434852367,-0.22081398623935822,-0.35402092638860194,True,False,True,True
ABS_ENTRY_FAST_RELOCK_WITH_VIX,3,2008-08-20,2008-11-04,53,-0.1721831472183792,1.4900000000000002,8.881784197001252e-16,-0.4339915596745494,1.1822065344273924,0.9400000000000004,4.065059467964777,0.06797013724680112,-0.08498702098431643,-0.23086785162660806,-0.35144101026845576,0.002086658267109298,-0.1504831706494184,-0.21561521545836726,-0.15091613202457088,-0.21561521545836726,True,True,True,True
ABS_ENTRY_FAST_RELOCK_WITH_VIX,4,2008-11-07,2008-12-31,36,-0.3874541050214933,2.96,0.33999999999999986,0.9281292988622423,3.4611901607878957,-0.09999999999999964,2.2082941659719326,0.02501811325322456,0.0210662545828606,-0.012852039433184914,-0.19614310964873027,0.00010745592870597953,-0.08488506860044676,-0.13801241566331768,-0.06884877842937098,-0.27131705636851255,True,True,False,False
ABS_ENTRY_FAST_RELOCK_WITH_VIX,5,2018-03-20,2018-04-30,28,-0.0507525410358691,0.7799999999999998,0.10999999999999988,3.780752081116747,3.764530840996336,-0.009999999999999787,2.4654783525656225,-0.0027241778651458937,-0.012629027910790014,-0.014529293025239975,-0.04975111981267488,0.0019240038477161825,0.030622475147395134,-0.01591262363618906,0.06312461174944572,-0.02997488926998826,True,False,True,True
ABS_ENTRY_FAST_RELOCK_WITH_VIX,6,2018-05-30,2018-06-25,18,-0.0449375282051653,0.8399999999999999,0.040000000000000036,0.927929430677018,2.249758246936815,-4.440892098500626e-16,2.1074613100124466,-0.013197780870699338,0.002264084796577359,0.025848357117921328,-0.012363886558089066,0.0013453148749207333,0.04800654409222327,-0.008284641751285515,0.07873519534560591,-0.014295039579321545,True,False,True,True
ABS_ENTRY_FAST_RELOCK_WITH_VIX,7,2018-07-02,2018-08-06,24,-0.0432880477851459,0.8899999999999997,0.019999999999999574,0.246244849171084,2.2630041213620284,-0.03000000000000025,1.7049808443956909,0.013202905536128018,0.028743704523516378,0.045414333980152044,-0.014295039579321767,0.0018503164959942087,0.015422610173622786,-0.013306208753485538,-0.04046973689597955,-0.09716441761529859,True,False,False,False
ABS_ENTRY_FAST_RELOCK_WITH_VIX,8,2018-11-27,2019-01-08,27,-0.0816298377479007,1.0300000000000002,0.11000000000000032,2.487153282082807,2.185004418733136,0.019999999999999574,2.318673500838969,0.018980644035736738,-0.022163211046602793,-0.04349359184932744,-0.15607447747426728,0.0025058161554201153,0.05206996782040019,-0.013510623931932142,0.12386783856146688,-0.02125363921893575,True,True,True,True
ABS_ENTRY_FAST_RELOCK_WITH_VIX,9,2019-01-28,2019-02-19,15,-0.0922363227729098,1.2300000000000004,0.09000000000000075,1.4492042114996562,2.611433069425166,-0.04000000000000048,1.9030351457044228,0.029443982572217475,0.06438855870505678,0.043607723738566806,-0.010838736026719364,0.0013975579307410335,0.01777959784289629,-0.021253639218935638,0.02645563844362986,-0.04479180168549535,False,False,False,False
ABS_ENTRY_FAST_RELOCK_WITH_VIX,10,2020-03-16,2020-04-07,16,-0.2910978512112505,1.1099999999999999,0.2999999999999998,5.27183052391418,2.3462869416175183,0.7800000000000002,5.641338517624506,0.059142569155753666,-0.08940713325837601,-0.010777125517919761,-0.112891625859458,4.639419069651929e-05,0.08505263445233702,-0.047446260657181494,0.19779521250903076,-0.06989506372506638,True,True,True,True
ABS_ENTRY_FAST_RELOCK_WITH_VIX,11,2020-04-08,2020-04-27,12,-0.1853124632037285,1.8900000000000001,0.7800000000000002,4.608370976052286,5.299654383612866,-0.31999999999999984,2.3565309593383663,0.05657951053380894,0.030945650031906746,0.0672877907065923,-0.047446260657181494,7.572924536281e-05,0.057411883027371324,-0.039596086224793825,0.13096151904490627,-0.0698950637250666,False,False,False,False
ABS_ENTRY_FAST_RELOCK_WITH_VIX,12,2022-02-28,2022-04-11,30,-0.0859935276062733,0.77,0.1299999999999999,4.676643535211978,3.4879801505541446,-0.03000000000000025,2.812649498667987,-0.017557113771302868,-0.0017533385312519245,0.02560914370511247,-0.04941900840318236,0.0005721241486391637,-0.10722392161525762,-0.11749510619128278,-0.13514629401257217,-0.17614160547941304,True,False,True,True
ABS_ENTRY_FAST_RELOCK_WITH_VIX,13,2022-04-25,2022-08-08,72,-0.1002044733575157,0.9000000000000004,0.03000000000000025,0.43882174495553167,2.665745112281758,-0.04999999999999982,1.8227208232767271,0.037006755527130286,0.05067206703003846,-0.0253121112211665,-0.14545758075080395,0.00446258778891484,-0.03682903116248748,-0.09062131183276678,-0.08497544223264009,-0.16680303676492425,True,True,False,False
HYBRID_BEST_EFFORT,1,2007-11-19,2008-11-04,242,-0.0812884391465462,0.9299999999999997,0.09999999999999964,1.8076653110097796,0.669724604757627,0.9400000000000004,4.065059467964777,0.06797013724680112,-0.08498702098431643,-0.319773932633602,-0.4362772091003716,0.016968993927627407,-0.1504831706494184,-0.21561521545836726,-0.15091613202457088,-0.21561521545836726,True,True,True,True
HYBRID_BEST_EFFORT,2,2008-11-07,2009-04-29,117,-0.3874541050214933,2.96,0.33999999999999986,0.9281292988622423,3.4611901607878957,-0.13000000000000078,0.771635045261316,0.031023045311253883,0.10110710527741484,-0.04378032318024816,-0.27131705636851244,0.0007459023841027701,0.05881657085284275,-0.046246796787841715,0.12371647010016207,-0.06965913713674432,False,True,False,False
HYBRID_BEST_EFFORT,3,2018-03-20,2018-11-08,163,-0.0507525410358691,0.7799999999999998,0.10999999999999988,3.780752081116747,3.764530840996336,0.009999999999999787,1.1797080221442986,0.025428962507538344,-0.006906580160355169,0.048281131433858926,-0.09716441761529893,0.012773260921465246,-0.05835989781084905,-0.05631946191038828,-0.017109654697988752,-0.1560744774742674,True,True,True,True
HYBRID_BEST_EFFORT,4,2018-11-13,2019-01-08,36,-0.0691068030837174,0.9700000000000006,0.040000000000000036,0.727457795630041,1.692862986390906,0.019999999999999574,2.318673500838969,0.018980644035736738,-0.022163211046602793,-0.06128522165424766,-0.15607447747426717,0.003334703125495775,0.05206996782040019,-0.013510623931932142,0.12386783856146688,-0.02125363921893575,True,True,True,True
HYBRID_BEST_EFFORT,5,2019-01-28,2019-03-12,30,-0.0922363227729098,1.2300000000000004,0.09000000000000075,1.4492042114996562,2.611433069425166,-0.1200000000000001,0.9030353696285031,0.006454819309696935,0.041870116257711754,0.04763363016122346,-0.021253639218935638,0.0028153358753815194,0.03602944815361053,-0.019983887818669666,0.03822144771436009,-0.06618391134354007,False,False,False,False
HYBRID_BEST_EFFORT,6,2020-03-09,2020-04-07,21,-0.1894840808657809,0.9200000000000004,0.08000000000000052,1.8420442555348961,-0.13880082436052166,0.7800000000000002,5.641338517624506,0.059142569155753666,-0.08940713325837601,-0.10435860435029654,-0.2224498819833104,0.00011611500897212856,0.08505263445233702,-0.047446260657181494,0.19779521250903076,-0.06989506372506638,True,True,True,True
HYBRID_BEST_EFFORT,7,2020-04-08,2020-06-04,39,-0.1853124632037285,1.8900000000000001,0.7800000000000002,4.608370976052286,5.299654383612866,-0.1599999999999997,0.989036827525325,0.04951083652168098,0.101408209617039,0.17746004919882408,-0.047446260657181494,0.00021137585399588765,0.022756051696761315,-0.0698950637250666,0.153887023904826,-0.0698950637250666,True,True,False,False
HYBRID_BEST_EFFORT,8,2022-02-15,2023-01-19,232,-0.0661698240827547,0.6800000000000002,0.040000000000000036,2.0388825493149927,0.11148808224893161,-0.040000000000000036,0.6348922650857902,0.005057108471890226,-0.0051865796778213236,-0.09379693918214127,-0.2209482591947477,0.021923442350239686,0.04791064789369259,-0.023249714144736977,0.06384304814827435,-0.07538734629312283,False,True,False,False
HYBRID_BEST_EFFORT,9,2025-03-17,2025-03-25,6,-0.0746904654603005,0.6400000000000006,0.040000000000000924,1.9862492880202962,-0.7705955140267547,0.05000000000000071,-0.7318561503080323,0.009503010524428479,-0.021394928026689075,0.023092937805835767,-0.010808446655089288,0.0009789063493104155,-0.049994850603122365,-0.12682242301657587,0.05813561794908195,-0.12682242301657587,True,False,True,True
HYBRID_BEST_EFFORT,10,2025-03-26,2025-04-25,21,-0.0695504731805428,0.6400000000000006,0.05000000000000071,2.2040406748361487,-0.725482348710692,0.09999999999999964,1.7017543485847704,0.029888223299008088,-0.018845262817579034,-0.049994850603122365,-0.12682242301657587,0.0034416384613613626,0.07356887283705582,-0.02646041269613264,0.16014618858273533,-0.02646041269613264,True,True,True,True
HYBRID_BEST_EFFORT,11,2025-04-28,2025-06-11,31,-0.0985804836274187,0.7599999999999998,0.07999999999999918,2.5571984623298,1.6937432781653847,-0.019999999999999574,0.7319409489255619,0.015436072785495858,0.06661373427227746,0.09523458765002935,-0.02646041269613264,0.005125217941359228,0.0420664538483464,-0.012775302873934469,0.09680407054048756,-0.024140684870573748,False,True,False,False
